order_id,order_date,store_id,region,product_id,category,quantity,unit_price,discount
O00378,2026-03-16,S01,Berlin,P01,Beverages,7,3.39,0.05
O00379,2026-01-09,S04,Cologne,P01,Beverages,5,3.44,0.0
O00380,2026-03-24,S04,Cologne,P03,Dairy,7,1.19,0.0
O00381,2026-02-18,S04,Cologne,P01,Beverages,9,3.24,0.0
O00382,2026-01-16,S02,Hamburg,P05,Household,7,5.53,0.0
O00383,2026-01-29,S01,Berlin,P07,Bakery,1,1.64,0.0
O00384,2026-03-11,S04,Cologne,P05,Household,7,5.86,0.1
O00385,2026-01-20,S03,Munich,P02,Snacks,2,1.81,0.0
O00386,2026-03-20,S01,Berlin,P02,Snacks,4,1.83,0.0
O00387,2026-02-27,S05,Frankfurt,P06,Frozen,1,3.99,0.1
O00388,2026-01-30,S05,Frankfurt,P02,Snacks,1,1.86,0.0
O00389,2026-01-30,S05,Frankfurt,P03,Dairy,10,1.22,0.0
O00390,2026-02-11,S02,Hamburg,P03,Dairy,3,1.32,0.0
O00391,2026-02-22,S03,Munich,P03,Dairy,1,1.21,0.0
O00392,2026-01-23,S04,Cologne,P05,Household,8,5.0,0.0
O00393,2026-03-24,S04,Cologne,P07,Bakery,9,1.45,0.0
O00394,2026-01-20,S03,Munich,P04,Produce,3,0.84,0.0
O00395,2026-01-29,S03,Munich,P07,Bakery,3,1.59,0.0
O00396,2026-03-13,S04,Cologne,P04,Produce,9,0.8,0.0
O00397,2026-02-02,S02,Hamburg,P03,Dairy,2,1.3,0.0
O00398,2026-01-12,S05,Frankfurt,P06,Frozen,4,3.82,0.0
O00399,2026-03-19,S05,Frankfurt,P01,Beverages,2,3.28,0.0
O00400,2026-03-27,S05,Frankfurt,P02,Snacks,8,1.88,0.0
O00401,2026-02-08,S01,Berlin,P02,Snacks,4,2.18,0.1
O00402,2026-02-01,S05,Frankfurt,P06,Frozen,4,4.11,0.1
O00403,2026-02-06,S04,Cologne,P04,Produce,9,0.82,0.0
O00404,2026-02-16,S05,Frankfurt,P04,Produce,8,0.74,0.0
O00405,2026-03-02,S03,Munich,P02,Snacks,6,1.93,0.05
O00406,2026-01-19,S01,Berlin,P03,Dairy,9,1.3,0.0
O00407,2026-02-23,S03,Munich,P02,Snacks,4,1.93,0.0
O00408,2026-02-01,S04,Cologne,P05,Household,6,5.23,0.0
O00409,2026-03-24,S04,Cologne,P04,Produce,3,0.84,0.0
O00410,2026-01-18,S05,Frankfurt,P04,Produce,3,0.87,0.0
O00411,2026-03-24,S01,Berlin,P05,Household,1,5.87,0.15
O00412,2026-01-07,S01,Berlin,P04,Produce,3,0.85,0.15
O00413,2026-01-20,S01,Berlin,P02,Snacks,9,1.98,0.15
O00414,2026-03-27,S05,Frankfurt,P04,Produce,8,0.72,0.0
O00415,2026-02-22,S01,Berlin,P01,Beverages,9,3.66,0.0
O00416,2026-02-06,S01,Berlin,P05,Household,7,5.84,0.0
O00417,2026-01-14,S01,Berlin,P05,Household,3,5.22,0.0
O00418,2026-02-02,S03,Munich,P03,Dairy,7,1.1,0.0
O00419,2026-02-28,S05,Frankfurt,P02,Snacks,4,1.92,0.0
O00420,2026-01-11,S01,Berlin,P01,Beverages,7,3.42,0.0
O00421,2026-01-08,S01,Berlin,P06,Frozen,3,3.85,0.0
O00422,2026-03-24,S03,Munich,P05,Household,2,5.93,0.0
O00423,2026-01-30,S02,Hamburg,P07,Bakery,10,1.49,0.05
O00424,2026-03-29,S03,Munich,P05,Household,10,5.67,0.1
O00425,2026-01-03,S02,Hamburg,P05,Household,3,5.78,0.0
O00426,2026-02-20,S01,Berlin,P03,Dairy,3,1.22,0.0
O00427,2026-02-19,S05,Frankfurt,P03,Dairy,7,1.26,0.15
O00428,2026-01-11,S05,Frankfurt,P06,Frozen,6,3.83,0.0
O00429,2026-01-10,S03,Munich,P05,Household,10,6.0,0.0
O00430,2026-02-11,S01,Berlin,P06,Frozen,5,4.44,0.0
O00431,2026-01-30,S03,Munich,P05,Household,7,5.43,0.0
O00432,2026-03-26,S04,Cologne,P01,Beverages,10,3.36,0.05
O00433,2026-01-11,S03,Munich,P02,Snacks,7,2.08,0.0
O00434,2026-02-19,S03,Munich,P03,Dairy,2,1.1,0.0
O00435,2026-02-26,S03,Munich,P07,Bakery,5,1.38,0.1
O00436,2026-02-27,S05,Frankfurt,P05,Household,9,5.4,0.1
O00437,2026-03-12,S01,Berlin,P05,Household,10,5.81,0.0
O00438,2026-01-02,S03,Munich,P04,Produce,7,0.84,0.0
O00439,2026-03-13,S02,Hamburg,P05,Household,9,5.14,0.0
O00440,2026-01-18,S03,Munich,P03,Dairy,5,1.2,0.1
O00441,2026-02-05,S04,Cologne,P03,Dairy,8,1.27,0.0
O00442,2026-02-01,S04,Cologne,P05,Household,10,5.17,0.1
O00443,2026-01-01,S04,Cologne,P03,Dairy,10,1.17,0.0
O00444,2026-02-26,S03,Munich,P04,Produce,10,0.74,0.0
O00445,2026-03-30,S02,Hamburg,P04,Produce,6,0.75,0.0
O00446,2026-02-10,S03,Munich,P06,Frozen,8,4.59,0.0
O00447,2026-02-11,S04,Cologne,P03,Dairy,7,1.17,0.0
O00448,2026-01-26,S05,Frankfurt,P05,Household,3,5.7,0.0
O00449,2026-03-01,S02,Hamburg,P04,Produce,5,0.85,0.1
O00450,2026-03-28,S04,Cologne,P02,Snacks,5,1.9,0.0
O00451,2026-02-24,S04,Cologne,P01,Beverages,8,3.84,0.0
O00452,2026-02-21,S05,Frankfurt,P05,Household,7,5.55,0.0
O00453,2026-02-16,S05,Frankfurt,P05,Household,2,5.07,0.15
O00454,2026-02-15,S02,Hamburg,P06,Frozen,10,3.82,0.0
O00455,2026-03-28,S04,Cologne,P07,Bakery,6,1.64,0.0
O00456,2026-01-02,S01,Berlin,P03,Dairy,4,1.2,0.0
O00457,2026-03-16,S05,Frankfurt,P02,Snacks,8,1.95,0.0
O00458,2026-03-28,S05,Frankfurt,P06,Frozen,9,3.91,0.0
O00459,2026-03-03,S01,Berlin,P03,Dairy,7,1.3,0.15
O00460,2026-01-19,S03,Munich,P03,Dairy,6,1.19,0.1
O00461,2026-02-14,S04,Cologne,P01,Beverages,8,3.66,0.0
O00462,2026-01-09,S03,Munich,P01,Beverages,2,3.17,0.0
O00463,2026-01-14,S02,Hamburg,P06,Frozen,4,4.21,0.0
O00464,2026-02-12,S05,Frankfurt,P04,Produce,8,0.76,0.0
O00465,2026-01-24,S02,Hamburg,P06,Frozen,7,4.11,0.0
O00466,2026-01-26,S04,Cologne,P05,Household,7,5.38,0.0
O00467,2026-01-27,S03,Munich,P07,Bakery,2,1.52,0.0
O00468,2026-03-10,S02,Hamburg,P03,Dairy,6,1.13,0.15
O00469,2026-03-04,S05,Frankfurt,P06,Frozen,6,4.28,0.0
O00470,2026-03-17,S01,Berlin,P03,Dairy,6,1.28,0.0
O00471,2026-03-28,S03,Munich,P05,Household,10,5.04,0.05
O00472,2026-01-31,S03,Munich,P01,Beverages,3,3.41,0.1
O00473,2026-02-23,S05,Frankfurt,P02,Snacks,10,1.95,0.15
O00474,2026-03-10,S02,Hamburg,P05,Household,3,5.49,0.1
O00475,2026-02-27,S05,Frankfurt,P01,Beverages,6,3.82,0.0
O00476,2026-01-25,S04,Cologne,P05,Household,9,5.67,0.0
O00477,2026-03-04,S04,Cologne,P06,Frozen,8,4.19,0.05
O00478,2026-01-29,S03,Munich,P01,Beverages,5,3.31,0.1
O00479,2026-03-14,S04,Cologne,P05,Household,9,5.07,0.15
O00480,2026-02-16,S05,Frankfurt,P07,Bakery,1,1.58,0.0
O00481,2026-01-28,S04,Cologne,P01,Beverages,4,3.36,0.0
O00482,2026-02-27,S03,Munich,P03,Dairy,2,1.19,0.0
O00483,2026-01-31,S02,Hamburg,P07,Bakery,10,1.56,0.0
O00484,2026-03-20,S04,Cologne,P02,Snacks,10,1.86,0.05
O00485,2026-01-08,S05,Frankfurt,P03,Dairy,9,1.15,0.0
O00486,2026-02-11,S03,Munich,P03,Dairy,10,1.14,0.0
O00487,2026-03-28,S01,Berlin,P02,Snacks,7,2.17,0.0
O00488,2026-03-25,S02,Hamburg,P06,Frozen,3,3.99,0.0
O00489,2026-02-01,S04,Cologne,P04,Produce,3,0.81,0.1
O00490,2026-02-18,S04,Cologne,P01,Beverages,2,3.43,0.0
O00491,2026-03-30,S03,Munich,P04,Produce,8,0.77,0.15
O00492,2026-01-12,S04,Cologne,P06,Frozen,6,4.49,0.0
O00493,2026-02-20,S02,Hamburg,P04,Produce,4,0.8,0.0
O00494,2026-02-06,S03,Munich,P05,Household,10,5.09,0.0
O00495,2026-02-13,S01,Berlin,P01,Beverages,2,3.59,0.0
O00496,2026-01-03,S01,Berlin,P07,Bakery,3,1.48,0.1
O00497,2026-01-26,S02,Hamburg,P06,Frozen,5,3.91,0.0
O00498,2026-02-05,S01,Berlin,P06,Frozen,6,3.99,0.0
O00499,2026-03-25,S02,Hamburg,P01,Beverages,7,3.59,0.0
O00500,2026-01-30,S04,Cologne,P06,Frozen,2,4.37,0.1
O00501,2026-01-10,S02,Hamburg,P05,Household,4,5.52,0.0
O00502,2026-01-02,S03,Munich,P07,Bakery,2,1.65,0.0
O00503,2026-01-17,S04,Cologne,P01,Beverages,4,3.42,0.0
O00504,2026-01-14,S01,Berlin,P03,Dairy,6,1.29,0.05
O00505,2026-03-24,S02,Hamburg,P01,Beverages,9,3.54,0.0
O00506,2026-01-22,S04,Cologne,P03,Dairy,4,1.23,0.1
O00507,2026-03-20,S04,Cologne,P07,Bakery,4,1.38,0.05
O00508,2026-03-17,S04,Cologne,P03,Dairy,7,1.16,0.1
O00509,2026-03-24,S01,Berlin,P02,Snacks,9,2.04,0.0
O00510,2026-02-06,S01,Berlin,P07,Bakery,5,1.41,0.0
O00511,2026-01-25,S04,Cologne,P03,Dairy,1,1.27,0.0
O00512,2026-01-31,S04,Cologne,P04,Produce,2,0.76,0.0
O00513,2026-01-10,S05,Frankfurt,P01,Beverages,6,3.8,0.15
O00514,2026-02-23,S03,Munich,P05,Household,3,5.79,0.0
O00515,2026-01-10,S01,Berlin,P05,Household,2,4.97,0.05
O00516,2026-02-20,S05,Frankfurt,P03,Dairy,9,1.26,0.0
O00517,2026-02-21,S01,Berlin,P06,Frozen,9,4.23,0.05
O00518,2026-02-09,S01,Berlin,P05,Household,4,6.02,0.1
O00519,2026-02-20,S05,Frankfurt,P06,Frozen,2,4.04,0.0
O00520,2026-01-31,S01,Berlin,P02,Snacks,2,2.17,0.15
O00521,2026-03-19,S01,Berlin,P03,Dairy,3,1.11,0.0
O00522,2026-03-31,S01,Berlin,P02,Snacks,8,2.18,0.0
O00523,2026-02-03,S02,Hamburg,P03,Dairy,3,1.26,0.0
O00524,2026-01-16,S01,Berlin,P03,Dairy,7,1.15,0.15
O00525,2026-03-15,S01,Berlin,P04,Produce,8,0.8,0.15
O00526,2026-01-22,S03,Munich,P02,Snacks,5,2.11,0.0
O00527,2026-03-28,S01,Berlin,P02,Snacks,9,1.8,0.0
O00528,2026-01-02,S02,Hamburg,P01,Beverages,8,3.4,0.0
O00529,2026-01-23,S01,Berlin,P05,Household,7,5.2,0.15
O00530,2026-02-10,S03,Munich,P07,Bakery,2,1.52,0.15
O00531,2026-01-07,S02,Hamburg,P02,Snacks,9,2.19,0.0
O00532,2026-01-09,S04,Cologne,P07,Bakery,5,1.58,0.0
O00533,2026-01-12,S05,Frankfurt,P04,Produce,1,0.78,0.1
O00534,2026-03-21,S02,Hamburg,P04,Produce,6,0.81,0.0
O00535,2026-01-26,S05,Frankfurt,P07,Bakery,4,1.4,0.0
O00536,2026-01-04,S02,Hamburg,P05,Household,6,5.65,0.0
O00537,2026-01-02,S03,Munich,P01,Beverages,7,3.74,0.0
O00538,2026-01-14,S02,Hamburg,P05,Household,4,5.41,0.0
O00539,2026-01-19,S03,Munich,P01,Beverages,1,3.79,0.0
O00540,2026-03-08,S04,Cologne,P06,Frozen,6,4.17,0.0
O00541,2026-03-16,S01,Berlin,P05,Household,3,5.65,0.0
O00542,2026-03-17,S05,Frankfurt,P01,Beverages,7,3.61,0.1
O00543,2026-02-03,S03,Munich,P07,Bakery,7,1.56,0.0
O00544,2026-02-10,S04,Cologne,P03,Dairy,4,1.1,0.15
O00545,2026-01-14,S02,Hamburg,P01,Beverages,3,3.46,0.0
O00546,2026-01-16,S05,Frankfurt,P03,Dairy,4,1.19,0.0
O00547,2026-01-16,S01,Berlin,P02,Snacks,5,2.13,0.0
O00548,2026-01-06,S02,Hamburg,P07,Bakery,6,1.39,0.0
O00549,2026-02-15,S04,Cologne,P05,Household,1,5.69,0.05
O00550,2026-01-04,S04,Cologne,P07,Bakery,8,1.52,0.0
O00551,2026-01-13,S04,Cologne,P01,Beverages,3,3.24,0.05
O00552,2026-01-17,S02,Hamburg,P07,Bakery,7,1.46,0.0
O00553,2026-03-24,S01,Berlin,P05,Household,10,5.23,0.0
O00554,2026-01-03,S01,Berlin,P02,Snacks,8,2.12,0.1
O00555,2026-01-16,S01,Berlin,P04,Produce,1,0.75,0.0
O00556,2026-02-20,S04,Cologne,P01,Beverages,7,3.63,0.05
O00557,2026-01-24,S03,Munich,P03,Dairy,8,1.29,0.15
O00558,2026-03-20,S02,Hamburg,P06,Frozen,5,4.2,0.0
O00559,2026-03-03,S01,Berlin,P01,Beverages,5,3.42,0.0
O00560,2026-03-24,S05,Frankfurt,P02,Snacks,9,2.12,0.0
O00561,2026-02-15,S04,Cologne,P05,Household,8,5.33,0.0
O00562,2026-02-11,S04,Cologne,P03,Dairy,3,1.09,0.0
O00563,2026-01-04,S03,Munich,P01,Beverages,8,3.52,0.0
O00564,2026-01-30,S02,Hamburg,P01,Beverages,4,3.61,0.15
O00565,2026-01-08,S02,Hamburg,P05,Household,7,5.34,0.0
O00566,2026-01-23,S02,Hamburg,P02,Snacks,10,1.93,0.0
O00567,2026-02-15,S05,Frankfurt,P01,Beverages,6,3.81,0.0
O00568,2026-03-14,S02,Hamburg,P07,Bakery,8,1.51,0.05
O00569,2026-01-12,S01,Berlin,P02,Snacks,10,1.89,0.0
O00570,2026-01-01,S03,Munich,P05,Household,4,5.84,0.0
O00571,2026-01-23,S03,Munich,P01,Beverages,1,3.25,0.0
O00572,2026-01-19,S01,Berlin,P07,Bakery,9,1.61,0.0
O00573,2026-02-17,S04,Cologne,P05,Household,2,5.32,0.0
O00574,2026-01-21,S04,Cologne,P07,Bakery,8,1.54,0.15
O00575,2026-03-30,S05,Frankfurt,P07,Bakery,6,1.42,0.0
O00576,2026-01-23,S04,Cologne,P03,Dairy,5,1.11,0.0
O00577,2026-03-31,S05,Frankfurt,P04,Produce,10,0.73,0.0
O00578,2026-03-20,S02,Hamburg,P06,Frozen,10,3.87,0.0
O00579,2026-02-12,S01,Berlin,P02,Snacks,6,2.19,0.05
O00580,2026-03-27,S03,Munich,P04,Produce,1,0.76,0.05
O00581,2026-02-14,S03,Munich,P07,Bakery,2,1.57,0.1
O00582,2026-02-23,S02,Hamburg,P04,Produce,8,0.86,0.0
O00583,2026-02-18,S01,Berlin,P07,Bakery,8,1.59,0.0
O00584,2026-03-29,S02,Hamburg,P02,Snacks,8,1.83,0.0
O00585,2026-02-07,S01,Berlin,P03,Dairy,5,1.31,0.05
O00586,2026-02-18,S02,Hamburg,P06,Frozen,2,4.24,0.0
O00587,2026-01-12,S03,Munich,P05,Household,10,5.93,0.0
O00588,2026-02-25,S02,Hamburg,P05,Household,7,5.12,0.05
O00589,2026-01-25,S04,Cologne,P06,Frozen,9,4.39,0.0
O00590,2026-02-03,S03,Munich,P03,Dairy,4,1.1,0.0
O00591,2026-03-12,S04,Cologne,P02,Snacks,1,1.94,0.0
O00592,2026-02-07,S05,Frankfurt,P04,Produce,4,0.74,0.15
O00593,2026-02-07,S01,Berlin,P04,Produce,2,0.77,0.0
O00594,2026-03-04,S03,Munich,P01,Beverages,9,3.42,0.0
O00595,2026-02-18,S03,Munich,P02,Snacks,8,1.82,0.0
O00596,2026-02-03,S02,Hamburg,P07,Bakery,5,1.52,0.15
O00597,2026-03-27,S01,Berlin,P01,Beverages,6,3.72,0.0
O00598,2026-03-17,S02,Hamburg,P05,Household,1,5.87,0.0
O00599,2026-02-23,S05,Frankfurt,P06,Frozen,8,4.26,0.1
O00600,2026-01-11,S04,Cologne,P07,Bakery,1,1.5,0.0
O00601,2026-03-15,S05,Frankfurt,P02,Snacks,2,2.18,0.0
O00602,2026-01-22,S02,Hamburg,P07,Bakery,4,1.39,0.0
O00603,2026-03-29,S04,Cologne,P02,Snacks,3,2.13,0.15
O00604,2026-01-09,S01,Berlin,P04,Produce,9,0.78,0.0
O00605,2026-02-05,S05,Frankfurt,P04,Produce,1,0.85,0.0
O00606,2026-03-08,S04,Cologne,P01,Beverages,7,3.25,0.0
O00607,2026-03-16,S01,Berlin,P01,Beverages,10,3.7,0.0
O00608,2026-03-10,S03,Munich,P04,Produce,5,0.78,0.0
O00609,2026-03-19,S04,Cologne,P01,Beverages,3,3.34,0.15
O00610,2026-03-29,S04,Cologne,P01,Beverages,7,3.77,0.0
O00611,2026-01-31,S01,Berlin,P06,Frozen,8,4.55,0.0
O00612,2026-01-03,S03,Munich,P07,Bakery,5,1.44,0.0
O00613,2026-03-31,S01,Berlin,P07,Bakery,4,1.39,0.0
O00614,2026-02-26,S03,Munich,P03,Dairy,7,1.23,0.1
O00615,2026-01-28,S04,Cologne,P06,Frozen,8,4.42,0.0
O00616,2026-01-08,S05,Frankfurt,P07,Bakery,3,1.37,0.0
O00617,2026-02-21,S02,Hamburg,P07,Bakery,9,1.61,0.05
O00618,2026-01-26,S01,Berlin,P02,Snacks,1,1.98,0.0
O00619,2026-01-26,S03,Munich,P03,Dairy,8,1.2,0.0
O00620,2026-01-16,S01,Berlin,P02,Snacks,6,2.0,0.0
O00621,2026-03-02,S05,Frankfurt,P05,Household,6,5.33,0.0
O00622,2026-02-03,S01,Berlin,P03,Dairy,1,1.17,0.15
O00623,2026-01-28,S02,Hamburg,P06,Frozen,4,4.35,0.1
O00624,2026-03-07,S01,Berlin,P07,Bakery,1,1.49,0.05
O00625,2026-03-18,S01,Berlin,P02,Snacks,5,2.04,0.0
O00626,2026-03-24,S03,Munich,P04,Produce,7,0.86,0.0
O00627,2026-01-28,S04,Cologne,P03,Dairy,9,1.28,0.0
O00628,2026-01-14,S01,Berlin,P05,Household,6,5.57,0.0
O00629,2026-02-06,S03,Munich,P06,Frozen,2,4.18,0.0
O00630,2026-02-05,S03,Munich,P07,Bakery,5,1.43,0.0
O00631,2026-03-25,S03,Munich,P02,Snacks,3,2.01,0.05
O00632,2026-03-18,S04,Cologne,P06,Frozen,6,4.35,0.0
O00633,2026-03-25,S04,Cologne,P03,Dairy,5,1.3,0.0
O00634,2026-01-05,S05,Frankfurt,P06,Frozen,10,4.47,0.0
O00635,2026-01-29,S05,Frankfurt,P06,Frozen,8,4.54,0.0
O00636,2026-03-06,S03,Munich,P07,Bakery,3,1.6,0.0
O00637,2026-01-24,S03,Munich,P01,Beverages,8,3.24,0.15
O00638,2026-01-24,S03,Munich,P06,Frozen,2,3.97,0.1
O00639,2026-02-23,S03,Munich,P03,Dairy,5,1.22,0.0
O00640,2026-01-16,S04,Cologne,P01,Beverages,10,3.56,0.0
O00641,2026-03-02,S02,Hamburg,P05,Household,2,5.9,0.0
O00642,2026-02-08,S04,Cologne,P01,Beverages,3,3.25,0.1
O00643,2026-03-14,S04,Cologne,P02,Snacks,6,2.14,0.05
O00644,2026-03-04,S03,Munich,P06,Frozen,3,4.04,0.1
O00645,2026-02-05,S02,Hamburg,P07,Bakery,3,1.52,0.05
O00646,2026-01-17,S05,Frankfurt,P04,Produce,7,0.78,0.0
O00647,2026-02-19,S01,Berlin,P01,Beverages,9,3.29,0.0
O00648,2026-01-02,S03,Munich,P07,Bakery,9,1.41,0.0
O00649,2026-03-22,S02,Hamburg,P02,Snacks,6,1.92,0.15
O00650,2026-03-17,S03,Munich,P02,Snacks,2,2.13,0.1
O00651,2026-02-28,S05,Frankfurt,P05,Household,9,5.32,0.0
O00652,2026-01-18,S03,Munich,P04,Produce,6,0.84,0.1
O00653,2026-01-03,S02,Hamburg,P02,Snacks,3,1.88,0.15
O00654,2026-01-22,S01,Berlin,P03,Dairy,1,1.17,0.0
O00655,2026-03-10,S05,Frankfurt,P01,Beverages,10,3.85,0.0
O00656,2026-03-25,S01,Berlin,P01,Beverages,2,3.44,0.0
O00657,2026-03-12,S03,Munich,P04,Produce,3,0.75,0.0
O00658,2026-01-02,S03,Munich,P04,Produce,2,0.83,0.15
O00659,2026-03-31,S02,Hamburg,P04,Produce,2,0.8,0.0
O00660,2026-02-06,S01,Berlin,P07,Bakery,2,1.5,0.0
O00661,2026-02-03,S05,Frankfurt,P02,Snacks,6,2.08,0.05
O00662,2026-03-12,S04,Cologne,P02,Snacks,8,1.93,0.15
O00663,2026-01-12,S01,Berlin,P07,Bakery,10,1.55,0.05
O00664,2026-03-07,S01,Berlin,P06,Frozen,2,4.54,0.0
O00665,2026-02-28,S03,Munich,P03,Dairy,8,1.09,0.0
O00666,2026-01-06,S03,Munich,P03,Dairy,6,1.18,0.05
O00667,2026-01-02,S02,Hamburg,P06,Frozen,3,4.06,0.0
O00668,2026-03-21,S03,Munich,P06,Frozen,2,4.09,0.0
O00669,2026-01-15,S04,Cologne,P04,Produce,8,0.76,0.0
O00670,2026-03-03,S04,Cologne,P06,Frozen,3,3.87,0.0
O00671,2026-01-08,S02,Hamburg,P01,Beverages,7,3.79,0.0
O00672,2026-03-14,S04,Cologne,P02,Snacks,10,1.95,0.0
O00673,2026-01-04,S02,Hamburg,P04,Produce,8,0.74,0.0
O00674,2026-01-06,S01,Berlin,P03,Dairy,6,1.08,0.0
O00675,2026-03-09,S05,Frankfurt,P06,Frozen,10,3.97,0.0
O00676,2026-02-13,S05,Frankfurt,P05,Household,10,5.05,0.0
O00677,2026-02-01,S04,Cologne,P03,Dairy,7,1.12,0.0
O00678,2026-03-20,S01,Berlin,P01,Beverages,3,3.5,0.0
O00679,2026-03-05,S02,Hamburg,P01,Beverages,8,3.37,0.0
O00680,2026-02-05,S01,Berlin,P05,Household,4,5.56,0.0
O00681,2026-01-31,S01,Berlin,P04,Produce,8,0.85,0.0
O00682,2026-03-05,S04,Cologne,P03,Dairy,2,1.32,0.0
O00683,2026-01-03,S01,Berlin,P04,Produce,7,0.73,0.0
O00684,2026-01-12,S05,Frankfurt,P05,Household,5,5.93,0.0
O00685,2026-03-25,S04,Cologne,P03,Dairy,6,1.28,0.0
O00686,2026-02-28,S03,Munich,P05,Household,10,5.61,0.0
O00687,2026-02-16,S04,Cologne,P01,Beverages,2,3.68,0.1
O00688,2026-02-15,S03,Munich,P05,Household,9,5.36,0.05
O00689,2026-03-05,S02,Hamburg,P07,Bakery,7,1.38,0.0
O00690,2026-01-25,S01,Berlin,P07,Bakery,7,1.41,0.0
O00691,2026-01-25,S03,Munich,P01,Beverages,7,3.18,0.0
O00692,2026-03-28,S05,Frankfurt,P01,Beverages,8,3.47,0.0
O00693,2026-03-06,S02,Hamburg,P04,Produce,1,0.8,0.1
O00694,2026-03-16,S04,Cologne,P05,Household,3,5.71,0.05
O00695,2026-01-14,S04,Cologne,P06,Frozen,10,4.29,0.0
O00696,2026-02-19,S04,Cologne,P05,Household,4,5.25,0.0
O00697,2026-02-07,S04,Cologne,P07,Bakery,3,1.39,0.0
O00698,2026-03-07,S03,Munich,P07,Bakery,9,1.61,0.0
O00699,2026-03-12,S02,Hamburg,P02,Snacks,4,2.05,0.1
O00700,2026-03-28,S02,Hamburg,P06,Frozen,3,4.2,0.0
O00701,2026-02-11,S01,Berlin,P07,Bakery,6,1.52,0.0
O00702,2026-03-27,S04,Cologne,P06,Frozen,9,4.02,0.0
O00703,2026-01-02,S05,Frankfurt,P01,Beverages,1,3.42,0.05
O00704,2026-01-26,S03,Munich,P07,Bakery,3,1.65,0.0
O00705,2026-01-19,S01,Berlin,P06,Frozen,5,3.95,0.0
O00706,2026-02-15,S04,Cologne,P01,Beverages,10,3.76,0.0
O00707,2026-01-29,S05,Frankfurt,P04,Produce,4,0.8,0.0
O00708,2026-03-31,S03,Munich,P06,Frozen,1,4.56,0.0
O00709,2026-03-29,S03,Munich,P05,Household,1,4.96,0.15
O00710,2026-02-26,S02,Hamburg,P06,Frozen,6,4.41,0.0
O00711,2026-03-19,S02,Hamburg,P07,Bakery,4,1.44,0.15
O00712,2026-01-10,S02,Hamburg,P02,Snacks,9,1.85,0.1
O00713,2026-03-13,S03,Munich,P02,Snacks,3,2.03,0.1
O00714,2026-03-01,S02,Hamburg,P01,Beverages,3,3.8,0.0
O00715,2026-03-22,S05,Frankfurt,P07,Bakery,5,1.5,0.0
O00716,2026-02-15,S01,Berlin,P07,Bakery,6,1.51,0.0
O00717,2026-03-08,S01,Berlin,P07,Bakery,9,1.4,0.0
O00718,2026-02-21,S01,Berlin,P03,Dairy,4,1.29,0.0
O00719,2026-02-12,S03,Munich,P03,Dairy,4,1.31,0.0
O00720,2026-03-02,S05,Frankfurt,P07,Bakery,1,1.38,0.0
O00721,2026-01-31,S05,Frankfurt,P05,Household,4,6.0,0.0
O00722,2026-02-11,S04,Cologne,P07,Bakery,2,1.47,0.0
O00723,2026-02-06,S01,Berlin,P05,Household,6,5.52,0.0
O00724,2026-03-04,S01,Berlin,P03,Dairy,4,1.16,0.05
O00725,2026-01-22,S05,Frankfurt,P05,Household,1,5.64,0.15
O00726,2026-01-28,S04,Cologne,P07,Bakery,2,1.41,0.0
O00727,2026-02-25,S01,Berlin,P06,Frozen,3,3.8,0.0
O00728,2026-01-05,S01,Berlin,P01,Beverages,1,3.27,0.05
O00729,2026-03-15,S02,Hamburg,P03,Dairy,7,1.17,0.0
O00730,2026-02-25,S03,Munich,P01,Beverages,7,3.62,0.0
O00731,2026-03-24,S05,Frankfurt,P01,Beverages,10,3.18,0.0
O00732,2026-02-15,S05,Frankfurt,P01,Beverages,5,3.7,0.0
O00733,2026-01-12,S03,Munich,P07,Bakery,8,1.46,0.0
O00734,2026-01-04,S04,Cologne,P02,Snacks,9,1.89,0.0
O00735,2026-03-11,S03,Munich,P06,Frozen,3,4.03,0.0
O00736,2026-03-24,S03,Munich,P01,Beverages,9,3.76,0.05
O00737,2026-01-01,S05,Frankfurt,P05,Household,7,5.54,0.0
O00738,2026-02-09,S02,Hamburg,P06,Frozen,6,3.96,0.0
O00739,2026-03-07,S02,Hamburg,P02,Snacks,3,1.89,0.0
O00740,2026-01-25,S01,Berlin,P02,Snacks,10,2.14,0.0
O00741,2026-03-12,S04,Cologne,P06,Frozen,9,3.84,0.0
O00742,2026-02-02,S01,Berlin,P02,Snacks,10,1.99,0.0
O00743,2026-01-17,S02,Hamburg,P01,Beverages,5,3.58,0.0
O00744,2026-02-10,S04,Cologne,P04,Produce,6,0.82,0.0
O00745,2026-03-16,S02,Hamburg,P05,Household,10,5.35,0.0
O00746,2026-02-24,S02,Hamburg,P01,Beverages,6,3.32,0.15
O00747,2026-03-24,S04,Cologne,P03,Dairy,6,1.11,0.0
O00748,2026-03-03,S04,Cologne,P04,Produce,6,0.84,0.0
O00749,2026-01-14,S02,Hamburg,P06,Frozen,10,3.85,0.05
O00750,2026-03-10,S02,Hamburg,P03,Dairy,2,1.25,0.0
O00751,2026-03-06,S01,Berlin,P07,Bakery,10,1.52,0.0
O00752,2026-01-28,S01,Berlin,P05,Household,5,5.55,0.0
O00753,2026-03-02,S02,Hamburg,P03,Dairy,7,1.13,0.0
O00754,2026-02-07,S02,Hamburg,P04,Produce,9,0.8,0.0
O00755,2026-03-06,S01,Berlin,P06,Frozen,4,4.49,0.0
